(buy(1373)) --> (buy(71)), {C=0.12280701754385963, S=0.0006808676198813345}
(buy(1373)) --> (buy(75)), {C=0.10526315789473682, S=0.0005836008170411438}
(buy(1373)) --> (buy(104)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(1373)) --> (buy(231)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(1373)) --> (buy(388)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(1373)) --> (buy(448)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(1373)) --> (buy(558)), {C=0.10526315789473682, S=0.0005836008170411438}
(buy(1373)) --> (buy(670)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(1373)) --> (buy(697)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(1373)) --> (buy(896)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(1373)) --> (buy(1073)), {C=0.10526315789473682, S=0.0005836008170411438}
(buy(1373)) --> (buy(1431)), {C=0.08771929824561403, S=0.00048633401420095323}
(buy(1373)) --> (buy(1491)), {C=0.10526315789473682, S=0.0005836008170411438}
