(buy(420)) --> (buy(17)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(420)) --> (buy(219)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(337)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(420)) --> (buy(425)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(485)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(516)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(651)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(676)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(769)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(775)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(819)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(855)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(865)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(947)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(952)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(1053)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(1146)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(1406)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(1423)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(1490)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(1512)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(420)) --> (buy(1530)), {C=0.07575757575757576, S=0.00048633401420095323}
