(buy(1055)) --> (buy(109)), {C=0.078125, S=0.00048633401420095323}
(buy(1055)) --> (buy(163)), {C=0.078125, S=0.00048633401420095323}
(buy(1055)) --> (buy(360)), {C=0.078125, S=0.00048633401420095323}
(buy(1055)) --> (buy(379)), {C=0.078125, S=0.00048633401420095323}
(buy(1055)) --> (buy(554)), {C=0.078125, S=0.00048633401420095323}
(buy(1055)) --> (buy(593)), {C=0.09374999999999999, S=0.0005836008170411438}
(buy(1055)) --> (buy(645)), {C=0.09374999999999999, S=0.0005836008170411438}
(buy(1055)) --> (buy(949)), {C=0.078125, S=0.00048633401420095323}
(buy(1055)) --> (buy(966)), {C=0.078125, S=0.00048633401420095323}
(buy(1055)) --> (buy(1005)), {C=0.078125, S=0.00048633401420095323}
(buy(1055)) --> (buy(1053)), {C=0.078125, S=0.00048633401420095323}
(buy(1055)) --> (buy(1161)), {C=0.078125, S=0.00048633401420095323}
(buy(1055)) --> (buy(1326)), {C=0.078125, S=0.00048633401420095323}
