(buy(417)) --> (buy(90)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(417)) --> (buy(91)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(95)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(271)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(344)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(417)) --> (buy(411)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(479)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(490)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(494)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(523)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(417)) --> (buy(560)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(588)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(633)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(660)), {C=0.10958904109589042, S=0.0007781344227215252}
(buy(417)) --> (buy(721)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(733)), {C=0.0958904109589041, S=0.0006808676198813345}
(buy(417)) --> (buy(773)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(779)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(838)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(905)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(989)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(993)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(995)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(1032)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(1086)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(1154)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(1156)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(1166)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(1222)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(1336)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(1360)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(1365)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(417)) --> (buy(1366)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(1403)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(417)) --> (buy(1472)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(417)) --> (buy(1499)), {C=0.0684931506849315, S=0.00048633401420095323}
