(buy(1000)) --> (buy(45)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(78)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1000)) --> (buy(291)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(334)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(384)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(424)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(600)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(733)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1000)) --> (buy(774)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(854)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(961)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(1001)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(1002)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(1133)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(1283)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(1423)), {C=0.126984126984127, S=0.0007781344227215252}
(buy(1000)) --> (buy(1466)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(1489)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(1493)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(1516)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1000)) --> (buy(1523)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1000)) --> (buy(1526)), {C=0.1111111111111111, S=0.0006808676198813345}
