(buy(1401)) --> (buy(10)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(43)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(76)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(1401)) --> (buy(86)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(95)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(126)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(399)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(413)), {C=0.12068965517241378, S=0.0006808676198813345}
(buy(1401)) --> (buy(486)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(536)), {C=0.12068965517241378, S=0.0006808676198813345}
(buy(1401)) --> (buy(565)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(569)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(586)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(620)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(622)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(638)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(1401)) --> (buy(688)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(721)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(1401)) --> (buy(873)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(906)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(948)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(964)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(1401)) --> (buy(1091)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(1158)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(1401)) --> (buy(1179)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(1202)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(1322)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(1415)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(1525)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1401)) --> (buy(1547)), {C=0.08620689655172414, S=0.00048633401420095323}
