(buy(1523)) --> (buy(11)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(1523)) --> (buy(88)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(1523)) --> (buy(279)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(1523)) --> (buy(421)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(1523)) --> (buy(514)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(1523)) --> (buy(525)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(1523)) --> (buy(559)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(1523)) --> (buy(574)), {C=0.11538461538461538, S=0.0005836008170411438}
(buy(1523)) --> (buy(581)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(1523)) --> (buy(634)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(1523)) --> (buy(780)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(1523)) --> (buy(814)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(1523)) --> (buy(1000)), {C=0.11538461538461538, S=0.0005836008170411438}
(buy(1523)) --> (buy(1084)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(1523)) --> (buy(1357)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(1523)) --> (buy(1423)), {C=0.1346153846153846, S=0.0006808676198813345}
