(buy(458)) --> (buy(368)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(458)) --> (buy(375)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(458)) --> (buy(487)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(458)) --> (buy(502)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(458)) --> (buy(504)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(458)) --> (buy(648)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(458)) --> (buy(779)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(458)) --> (buy(784)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(458)) --> (buy(847)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(458)) --> (buy(1107)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(458)) --> (buy(1368)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(458)) --> (buy(1380)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(458)) --> (buy(1413)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(458)) --> (buy(1434)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(458)) --> (buy(1446)), {C=0.10714285714285714, S=0.0005836008170411438}
