(buy(1036)) --> (buy(227)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1036)) --> (buy(233)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1036)) --> (buy(277)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1036)) --> (buy(337)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1036)) --> (buy(360)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1036)) --> (buy(435)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1036)) --> (buy(454)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1036)) --> (buy(460)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1036)) --> (buy(570)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1036)) --> (buy(593)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1036)) --> (buy(666)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1036)) --> (buy(676)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1036)) --> (buy(691)), {C=0.1111111111111111, S=0.0006808676198813345}
(buy(1036)) --> (buy(780)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1036)) --> (buy(830)), {C=0.15873015873015875, S=0.0009726680284019065}
(buy(1036)) --> (buy(897)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1036)) --> (buy(986)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1036)) --> (buy(1013)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1036)) --> (buy(1080)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1036)) --> (buy(1176)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1036)) --> (buy(1296)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1036)) --> (buy(1357)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1036)) --> (buy(1412)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1036)) --> (buy(1492)), {C=0.07936507936507937, S=0.00048633401420095323}
