(buy(537)) --> (buy(267)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(537)) --> (buy(410)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(537)) --> (buy(464)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(537)) --> (buy(477)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(537)) --> (buy(542)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(537)) --> (buy(795)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(537)) --> (buy(855)), {C=0.12068965517241378, S=0.0006808676198813345}
(buy(537)) --> (buy(1186)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(537)) --> (buy(1261)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(537)) --> (buy(1353)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(537)) --> (buy(1392)), {C=0.08620689655172414, S=0.00048633401420095323}
