(buy(1292)) --> (buy(123)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(128)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(129)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(165)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(349)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(353)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(377)), {C=0.1111111111111111, S=0.0005836008170411438}
(buy(1292)) --> (buy(443)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(492)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(526)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(916)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(947)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(952)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(1002)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(1009)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(1079)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(1188)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(1192)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(1216)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(1231)), {C=0.1111111111111111, S=0.0005836008170411438}
(buy(1292)) --> (buy(1265)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(1309)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(1319)), {C=0.1111111111111111, S=0.0005836008170411438}
(buy(1292)) --> (buy(1438)), {C=0.0925925925925926, S=0.00048633401420095323}
(buy(1292)) --> (buy(1458)), {C=0.1111111111111111, S=0.0005836008170411438}
