(buy(1011)) --> (buy(568)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(1011)) --> (buy(660)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(1011)) --> (buy(745)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1011)) --> (buy(861)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1011)) --> (buy(981)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1011)) --> (buy(1001)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1011)) --> (buy(1017)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1011)) --> (buy(1111)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1011)) --> (buy(1341)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1011)) --> (buy(1387)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1011)) --> (buy(1454)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(1011)) --> (buy(1536)), {C=0.0847457627118644, S=0.00048633401420095323}
