(buy(1217)) --> (buy(198)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(1217)) --> (buy(379)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1217)) --> (buy(408)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1217)) --> (buy(445)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1217)) --> (buy(460)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1217)) --> (buy(548)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(1217)) --> (buy(946)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1217)) --> (buy(1024)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1217)) --> (buy(1098)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1217)) --> (buy(1117)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1217)) --> (buy(1134)), {C=0.13793103448275862, S=0.0007781344227215252}
(buy(1217)) --> (buy(1167)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1217)) --> (buy(1383)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(1217)) --> (buy(1433)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(1217)) --> (buy(1547)), {C=0.08620689655172414, S=0.00048633401420095323}
