(buy(838)) --> (buy(148)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(152)), {C=0.0967741935483871, S=0.0005836008170411438}
(buy(838)) --> (buy(417)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(422)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(505)), {C=0.0967741935483871, S=0.0005836008170411438}
(buy(838)) --> (buy(549)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(672)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(681)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(825)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(837)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(855)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(871)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(891)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(916)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(1087)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(1213)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(1281)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(838)) --> (buy(1313)), {C=0.0967741935483871, S=0.0005836008170411438}
(buy(838)) --> (buy(1448)), {C=0.0967741935483871, S=0.0005836008170411438}
(buy(838)) --> (buy(1503)), {C=0.08064516129032259, S=0.00048633401420095323}
