(buy(153)) --> (buy(136)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(153)) --> (buy(226)), {C=0.10606060606060605, S=0.0006808676198813345}
(buy(153)) --> (buy(334)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(153)) --> (buy(414)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(153)) --> (buy(480)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(153)) --> (buy(492)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(153)) --> (buy(502)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(153)) --> (buy(507)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(153)) --> (buy(520)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(153)) --> (buy(563)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(153)) --> (buy(569)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(153)) --> (buy(620)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(153)) --> (buy(640)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(153)) --> (buy(690)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(153)) --> (buy(769)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(153)) --> (buy(770)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(153)) --> (buy(808)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(153)) --> (buy(962)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(153)) --> (buy(997)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(153)) --> (buy(1012)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(153)) --> (buy(1046)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(153)) --> (buy(1233)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(153)) --> (buy(1367)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(153)) --> (buy(1441)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(153)) --> (buy(1482)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(153)) --> (buy(1497)), {C=0.07575757575757576, S=0.00048633401420095323}
