(buy(410)) --> (buy(44)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(123)), {C=0.09374999999999999, S=0.0005836008170411438}
(buy(410)) --> (buy(127)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(362)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(427)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(443)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(537)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(573)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(772)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(853)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(855)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(903)), {C=0.10937499999999999, S=0.0006808676198813345}
(buy(410)) --> (buy(1152)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(1269)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(1275)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(1281)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(1392)), {C=0.09374999999999999, S=0.0005836008170411438}
(buy(410)) --> (buy(1435)), {C=0.078125, S=0.00048633401420095323}
(buy(410)) --> (buy(1525)), {C=0.09374999999999999, S=0.0005836008170411438}
