(buy(593)) --> (buy(242)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(305)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(360)), {C=0.08333333333333333, S=0.0005836008170411438}
(buy(593)) --> (buy(422)), {C=0.08333333333333333, S=0.0005836008170411438}
(buy(593)) --> (buy(443)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(513)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(543)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(583)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(622)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(733)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(793)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(796)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(908)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(926)), {C=0.09722222222222221, S=0.0006808676198813345}
(buy(593)) --> (buy(947)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(949)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(997)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(1036)), {C=0.08333333333333333, S=0.0005836008170411438}
(buy(593)) --> (buy(1055)), {C=0.08333333333333333, S=0.0005836008170411438}
(buy(593)) --> (buy(1066)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(1092)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(1153)), {C=0.08333333333333333, S=0.0005836008170411438}
(buy(593)) --> (buy(1176)), {C=0.08333333333333333, S=0.0005836008170411438}
(buy(593)) --> (buy(1209)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(1302)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(1308)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(1369)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(1396)), {C=0.08333333333333333, S=0.0005836008170411438}
(buy(593)) --> (buy(1430)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(1452)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(1465)), {C=0.06944444444444445, S=0.00048633401420095323}
(buy(593)) --> (buy(1529)), {C=0.06944444444444445, S=0.00048633401420095323}
