(buy(1044)) --> (buy(262)), {C=0.13846153846153847, S=0.0008754012255617158}
(buy(1044)) --> (buy(329)), {C=0.0923076923076923, S=0.0005836008170411438}
(buy(1044)) --> (buy(341)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(1044)) --> (buy(501)), {C=0.10769230769230768, S=0.0006808676198813345}
(buy(1044)) --> (buy(849)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(1044)) --> (buy(921)), {C=0.0923076923076923, S=0.0005836008170411438}
(buy(1044)) --> (buy(1150)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(1044)) --> (buy(1154)), {C=0.0923076923076923, S=0.0005836008170411438}
(buy(1044)) --> (buy(1227)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(1044)) --> (buy(1450)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(1044)) --> (buy(1467)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(1044)) --> (buy(1487)), {C=0.07692307692307693, S=0.00048633401420095323}
