(buy(1254)) --> (buy(73)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(98)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(112)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(173)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(312)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(406)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(478)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(484)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(671)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(844)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(871)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(917)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(934)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(1254)) --> (buy(1171)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(1184)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(1188)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(1316)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(1254)) --> (buy(1383)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(1254)) --> (buy(1387)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(1254)) --> (buy(1418)), {C=0.09433962264150944, S=0.00048633401420095323}
