(buy(773)) --> (buy(349)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(773)) --> (buy(417)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(773)) --> (buy(474)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(773)) --> (buy(480)), {C=0.11999999999999998, S=0.0005836008170411438}
(buy(773)) --> (buy(584)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(773)) --> (buy(952)), {C=0.11999999999999998, S=0.0005836008170411438}
(buy(773)) --> (buy(1046)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(773)) --> (buy(1152)), {C=0.11999999999999998, S=0.0005836008170411438}
(buy(773)) --> (buy(1382)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(773)) --> (buy(1387)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(773)) --> (buy(1455)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(773)) --> (buy(1489)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(773)) --> (buy(1514)), {C=0.09999999999999999, S=0.00048633401420095323}
