(buy(1461)) --> (buy(163)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1461)) --> (buy(362)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1461)) --> (buy(363)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(1461)) --> (buy(574)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(1461)) --> (buy(590)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1461)) --> (buy(718)), {C=0.14285714285714288, S=0.0007781344227215252}
(buy(1461)) --> (buy(1161)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1461)) --> (buy(1205)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1461)) --> (buy(1245)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1461)) --> (buy(1299)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1461)) --> (buy(1383)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(1461)) --> (buy(1495)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1461)) --> (buy(1504)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1461)) --> (buy(1538)), {C=0.0892857142857143, S=0.00048633401420095323}
