(buy(1536)) --> (buy(17)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(24)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(1536)) --> (buy(360)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(409)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(446)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(472)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(481)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(493)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(572)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(1536)) --> (buy(854)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(860)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(1536)) --> (buy(865)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(1536)) --> (buy(1011)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(1042)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(1070)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(1536)) --> (buy(1093)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(1094)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(1120)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(1336)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(1536)) --> (buy(1406)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(1536)) --> (buy(1420)), {C=0.10606060606060605, S=0.0006808676198813345}
(buy(1536)) --> (buy(1480)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(1536)) --> (buy(1493)), {C=0.07575757575757576, S=0.00048633401420095323}
