(buy(806)) --> (buy(313)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(806)) --> (buy(440)), {C=0.10909090909090909, S=0.0005836008170411438}
(buy(806)) --> (buy(525)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(806)) --> (buy(551)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(806)) --> (buy(706)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(806)) --> (buy(755)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(806)) --> (buy(832)), {C=0.10909090909090909, S=0.0005836008170411438}
(buy(806)) --> (buy(1016)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(806)) --> (buy(1073)), {C=0.10909090909090909, S=0.0005836008170411438}
(buy(806)) --> (buy(1222)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(806)) --> (buy(1249)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(806)) --> (buy(1337)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(806)) --> (buy(1339)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(806)) --> (buy(1479)), {C=0.09090909090909091, S=0.00048633401420095323}
