(buy(1416)) --> (buy(234)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1416)) --> (buy(535)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1416)) --> (buy(590)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1416)) --> (buy(617)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1416)) --> (buy(840)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1416)) --> (buy(917)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1416)) --> (buy(1089)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(1416)) --> (buy(1105)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1416)) --> (buy(1133)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1416)) --> (buy(1300)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1416)) --> (buy(1466)), {C=0.0892857142857143, S=0.00048633401420095323}
