(buy(1313)) --> (buy(614)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1313)) --> (buy(664)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1313)) --> (buy(737)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1313)) --> (buy(774)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(1313)) --> (buy(838)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(1313)) --> (buy(887)), {C=0.125, S=0.0006808676198813345}
(buy(1313)) --> (buy(1247)), {C=0.125, S=0.0006808676198813345}
(buy(1313)) --> (buy(1275)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(1313)) --> (buy(1330)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1313)) --> (buy(1390)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(1313)) --> (buy(1546)), {C=0.0892857142857143, S=0.00048633401420095323}
