(buy(630)) --> (buy(96)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(630)) --> (buy(364)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(630)) --> (buy(394)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(630)) --> (buy(404)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(630)) --> (buy(412)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(630)) --> (buy(419)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(630)) --> (buy(437)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(630)) --> (buy(444)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(630)) --> (buy(514)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(630)) --> (buy(547)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(630)) --> (buy(869)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(630)) --> (buy(900)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(630)) --> (buy(992)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(630)) --> (buy(1346)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(630)) --> (buy(1362)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(630)) --> (buy(1406)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(630)) --> (buy(1421)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(630)) --> (buy(1479)), {C=0.10714285714285714, S=0.0005836008170411438}
