(buy(1334)) --> (buy(43)), {C=0.11363636363636363, S=0.00048633401420095323}
(buy(1334)) --> (buy(83)), {C=0.13636363636363635, S=0.0005836008170411438}
(buy(1334)) --> (buy(126)), {C=0.13636363636363635, S=0.0005836008170411438}
(buy(1334)) --> (buy(132)), {C=0.11363636363636363, S=0.00048633401420095323}
(buy(1334)) --> (buy(356)), {C=0.11363636363636363, S=0.00048633401420095323}
(buy(1334)) --> (buy(413)), {C=0.11363636363636363, S=0.00048633401420095323}
(buy(1334)) --> (buy(454)), {C=0.11363636363636363, S=0.00048633401420095323}
(buy(1334)) --> (buy(533)), {C=0.11363636363636363, S=0.00048633401420095323}
(buy(1334)) --> (buy(897)), {C=0.11363636363636363, S=0.00048633401420095323}
(buy(1334)) --> (buy(1366)), {C=0.11363636363636363, S=0.00048633401420095323}
(buy(1334)) --> (buy(1451)), {C=0.11363636363636363, S=0.00048633401420095323}
(buy(1334)) --> (buy(1554)), {C=0.11363636363636363, S=0.00048633401420095323}
