(buy(1007)) --> (buy(305)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1007)) --> (buy(335)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1007)) --> (buy(385)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1007)) --> (buy(441)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1007)) --> (buy(445)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1007)) --> (buy(514)), {C=0.11290322580645161, S=0.0006808676198813345}
(buy(1007)) --> (buy(963)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1007)) --> (buy(1001)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1007)) --> (buy(1006)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1007)) --> (buy(1030)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1007)) --> (buy(1290)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1007)) --> (buy(1423)), {C=0.0967741935483871, S=0.0005836008170411438}
