(buy(805)) --> (buy(455)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(805)) --> (buy(568)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(805)) --> (buy(578)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(805)) --> (buy(738)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(805)) --> (buy(915)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(805)) --> (buy(916)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(805)) --> (buy(935)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(805)) --> (buy(1161)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(805)) --> (buy(1171)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(805)) --> (buy(1188)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(805)) --> (buy(1221)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(805)) --> (buy(1487)), {C=0.0892857142857143, S=0.00048633401420095323}
