(buy(1053)) --> (buy(29)), {C=0.09374999999999999, S=0.0005836008170411438}
(buy(1053)) --> (buy(34)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(231)), {C=0.140625, S=0.0008754012255617158}
(buy(1053)) --> (buy(271)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(383)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(398)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(420)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(422)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(437)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(555)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(814)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(886)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(997)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(1055)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(1176)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(1273)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(1298)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(1446)), {C=0.078125, S=0.00048633401420095323}
(buy(1053)) --> (buy(1556)), {C=0.078125, S=0.00048633401420095323}
