(buy(484)) --> (buy(41)), {C=0.13114754098360656, S=0.0007781344227215252}
(buy(484)) --> (buy(68)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(484)) --> (buy(174)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(484)) --> (buy(251)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(484)) --> (buy(334)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(484)) --> (buy(371)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(484)) --> (buy(384)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(484)) --> (buy(478)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(484)) --> (buy(660)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(484)) --> (buy(840)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(484)) --> (buy(1006)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(484)) --> (buy(1154)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(484)) --> (buy(1254)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(484)) --> (buy(1365)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(484)) --> (buy(1387)), {C=0.11475409836065573, S=0.0006808676198813345}
(buy(484)) --> (buy(1410)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(484)) --> (buy(1431)), {C=0.0819672131147541, S=0.00048633401420095323}
