(country(USA))(buy(1213)) --> (buy(127)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1213)) --> (buy(248)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1213)) --> (buy(251)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1213)) --> (buy(265)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1213)) --> (buy(446)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1213)) --> (buy(460)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(1213)) --> (buy(527)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1213)) --> (buy(581)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1213)) --> (buy(838)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1213)) --> (buy(909)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1213)) --> (buy(947)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1213)) --> (buy(1009)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(1213)) --> (buy(1197)), {C=0.0006794401413235494, S=0.00048633401420095323}
