(country(USA))(buy(446)) --> (buy(21)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(24)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(30)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(446)) --> (buy(32)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(63)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(119)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(130)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(180)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(334)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(446)) --> (buy(357)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(375)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(385)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(446)) --> (buy(406)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(446)) --> (buy(527)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(546)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(562)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(446)) --> (buy(580)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(611)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(895)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(903)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(446)) --> (buy(962)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(446)) --> (buy(1213)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(446)) --> (buy(1251)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(446)) --> (buy(1357)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(446)) --> (buy(1467)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(446)) --> (buy(1536)), {C=0.0006794401413235494, S=0.00048633401420095323}
