(country(USA))(buy(952)) --> (buy(11)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(952)) --> (buy(76)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(952)) --> (buy(88)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(104)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(952)) --> (buy(120)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(312)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(952)) --> (buy(326)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(330)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(349)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(392)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(420)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(455)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(952)) --> (buy(465)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(481)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(556)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(577)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(589)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(952)) --> (buy(603)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(952)) --> (buy(690)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(952)) --> (buy(714)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(746)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(763)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(773)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(952)) --> (buy(796)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(827)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(869)), {C=0.0010871042261176792, S=0.0007781344227215252}
(country(USA))(buy(952)) --> (buy(902)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(904)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(914)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(919)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(955)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(969)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(952)) --> (buy(975)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(952)) --> (buy(1004)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(1041)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(1052)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(1113)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(1152)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(952)) --> (buy(1170)), {C=0.0008153281695882593, S=0.0005836008170411438}
(country(USA))(buy(952)) --> (buy(1177)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(1292)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(1335)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(1368)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(952)) --> (buy(1384)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(1446)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(1532)), {C=0.0006794401413235494, S=0.00048633401420095323}
(country(USA))(buy(952)) --> (buy(1540)), {C=0.0009512161978529692, S=0.0006808676198813345}
(country(USA))(buy(952)) --> (buy(1551)), {C=0.0009512161978529692, S=0.0006808676198813345}
