(buy(526)) --> (buy(44)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(305)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(526)) --> (buy(378)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(439)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(482)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(590)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(643)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(746)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(759)), {C=0.14285714285714288, S=0.0007781344227215252}
(buy(526)) --> (buy(769)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(969)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(1070)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(1092)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(526)) --> (buy(1134)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(1225)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(1292)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(1353)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(526)) --> (buy(1375)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(526)) --> (buy(1442)), {C=0.0892857142857143, S=0.00048633401420095323}
