(buy(1499)) --> (buy(30)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(1499)) --> (buy(174)), {C=0.11666666666666665, S=0.0006808676198813345}
(buy(1499)) --> (buy(184)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(1499)) --> (buy(394)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(1499)) --> (buy(397)), {C=0.09999999999999999, S=0.0005836008170411438}
(buy(1499)) --> (buy(417)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(1499)) --> (buy(576)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(1499)) --> (buy(615)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(1499)) --> (buy(823)), {C=0.09999999999999999, S=0.0005836008170411438}
(buy(1499)) --> (buy(964)), {C=0.13333333333333333, S=0.0007781344227215252}
(buy(1499)) --> (buy(989)), {C=0.08333333333333334, S=0.00048633401420095323}
(buy(1499)) --> (buy(1134)), {C=0.09999999999999999, S=0.0005836008170411438}
(buy(1499)) --> (buy(1249)), {C=0.09999999999999999, S=0.0005836008170411438}
(buy(1499)) --> (buy(1425)), {C=0.08333333333333334, S=0.00048633401420095323}
