(buy(432)) --> (buy(122)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(432)) --> (buy(228)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(432)) --> (buy(413)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(432)) --> (buy(455)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(432)) --> (buy(465)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(432)) --> (buy(482)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(432)) --> (buy(576)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(432)) --> (buy(588)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(432)) --> (buy(609)), {C=0.13114754098360656, S=0.0007781344227215252}
(buy(432)) --> (buy(808)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(432)) --> (buy(814)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(432)) --> (buy(938)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(432)) --> (buy(1164)), {C=0.09836065573770492, S=0.0005836008170411438}
(buy(432)) --> (buy(1275)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(432)) --> (buy(1397)), {C=0.0819672131147541, S=0.00048633401420095323}
(buy(432)) --> (buy(1518)), {C=0.0819672131147541, S=0.00048633401420095323}
