(buy(668)) --> (buy(475)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(668)) --> (buy(498)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(668)) --> (buy(521)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(668)) --> (buy(568)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(668)) --> (buy(584)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(668)) --> (buy(634)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(668)) --> (buy(924)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(668)) --> (buy(925)), {C=0.10169491525423728, S=0.0005836008170411438}
(buy(668)) --> (buy(968)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(668)) --> (buy(1018)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(668)) --> (buy(1223)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(668)) --> (buy(1300)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(668)) --> (buy(1500)), {C=0.0847457627118644, S=0.00048633401420095323}
(buy(668)) --> (buy(1507)), {C=0.10169491525423728, S=0.0005836008170411438}
