(buy(1415)) --> (buy(387)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1415)) --> (buy(390)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1415)) --> (buy(400)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1415)) --> (buy(543)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1415)) --> (buy(632)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1415)) --> (buy(695)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1415)) --> (buy(722)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1415)) --> (buy(726)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1415)) --> (buy(783)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1415)) --> (buy(1015)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1415)) --> (buy(1154)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1415)) --> (buy(1249)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1415)) --> (buy(1282)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1415)) --> (buy(1305)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1415)) --> (buy(1326)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1415)) --> (buy(1394)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1415)) --> (buy(1401)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1415)) --> (buy(1405)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1415)) --> (buy(1463)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(1415)) --> (buy(1504)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(1415)) --> (buy(1555)), {C=0.07936507936507937, S=0.00048633401420095323}
