(buy(980)) --> (buy(44)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(980)) --> (buy(366)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(980)) --> (buy(397)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(980)) --> (buy(564)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(980)) --> (buy(631)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(980)) --> (buy(774)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(980)) --> (buy(970)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(980)) --> (buy(1090)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(980)) --> (buy(1130)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(980)) --> (buy(1396)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(980)) --> (buy(1473)), {C=0.08620689655172414, S=0.00048633401420095323}
(buy(980)) --> (buy(1490)), {C=0.10344827586206895, S=0.0005836008170411438}
(buy(980)) --> (buy(1529)), {C=0.10344827586206895, S=0.0005836008170411438}
