(buy(50)) --> (buy(27)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(50)) --> (buy(96)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(50)) --> (buy(116)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(50)) --> (buy(310)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(50)) --> (buy(321)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(50)) --> (buy(566)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(50)) --> (buy(926)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(50)) --> (buy(1086)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(50)) --> (buy(1120)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(50)) --> (buy(1231)), {C=0.10714285714285714, S=0.0005836008170411438}
(buy(50)) --> (buy(1246)), {C=0.0892857142857143, S=0.00048633401420095323}
(buy(50)) --> (buy(1375)), {C=0.0892857142857143, S=0.00048633401420095323}
