(buy(244)) --> (buy(15)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(244)) --> (buy(271)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(244)) --> (buy(350)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(244)) --> (buy(660)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(244)) --> (buy(914)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(244)) --> (buy(926)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(244)) --> (buy(931)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(244)) --> (buy(1026)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(244)) --> (buy(1076)), {C=0.11538461538461538, S=0.0005836008170411438}
(buy(244)) --> (buy(1419)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(244)) --> (buy(1453)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(244)) --> (buy(1518)), {C=0.09615384615384616, S=0.00048633401420095323}
(buy(244)) --> (buy(1529)), {C=0.09615384615384616, S=0.00048633401420095323}
