(buy(614)) --> (buy(198)), {C=0.09523809523809523, S=0.0005836008170411438}
(buy(614)) --> (buy(371)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(614)) --> (buy(421)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(614)) --> (buy(575)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(614)) --> (buy(597)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(614)) --> (buy(770)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(614)) --> (buy(897)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(614)) --> (buy(913)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(614)) --> (buy(975)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(614)) --> (buy(1057)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(614)) --> (buy(1059)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(614)) --> (buy(1313)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(614)) --> (buy(1452)), {C=0.07936507936507937, S=0.00048633401420095323}
(buy(614)) --> (buy(1456)), {C=0.07936507936507937, S=0.00048633401420095323}
