(buy(909)) --> (buy(437)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(909)) --> (buy(692)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(909)) --> (buy(732)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(909)) --> (buy(923)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(909)) --> (buy(959)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(909)) --> (buy(1058)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(909)) --> (buy(1066)), {C=0.08571428571428572, S=0.0005836008170411438}
(buy(909)) --> (buy(1213)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(909)) --> (buy(1352)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(909)) --> (buy(1392)), {C=0.07142857142857144, S=0.00048633401420095323}
(buy(909)) --> (buy(1458)), {C=0.07142857142857144, S=0.00048633401420095323}
