(buy(860)) --> (buy(45)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(112)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(217)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(384)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(477)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(529)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(776)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(837)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(863)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(865)), {C=0.08955223880597014, S=0.0005836008170411438}
(buy(860)) --> (buy(943)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(998)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(1070)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(1167)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(1176)), {C=0.1044776119402985, S=0.0006808676198813345}
(buy(860)) --> (buy(1209)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(1363)), {C=0.08955223880597014, S=0.0005836008170411438}
(buy(860)) --> (buy(1443)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(860)) --> (buy(1536)), {C=0.08955223880597014, S=0.0005836008170411438}
