(buy(869)) --> (buy(170)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(292)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(376)), {C=0.08823529411764705, S=0.0005836008170411438}
(buy(869)) --> (buy(399)), {C=0.08823529411764705, S=0.0005836008170411438}
(buy(869)) --> (buy(414)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(476)), {C=0.10294117647058823, S=0.0006808676198813345}
(buy(869)) --> (buy(519)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(609)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(630)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(663)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(952)), {C=0.11764705882352942, S=0.0007781344227215252}
(buy(869)) --> (buy(1019)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(1075)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(1100)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(1172)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(1179)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(1191)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(1273)), {C=0.08823529411764705, S=0.0005836008170411438}
(buy(869)) --> (buy(1335)), {C=0.10294117647058823, S=0.0006808676198813345}
(buy(869)) --> (buy(1387)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(1425)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(869)) --> (buy(1505)), {C=0.07352941176470588, S=0.00048633401420095323}
