(buy(670)) --> (buy(320)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(670)) --> (buy(404)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(670)) --> (buy(414)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(670)) --> (buy(443)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(670)) --> (buy(463)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(670)) --> (buy(480)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(670)) --> (buy(836)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(670)) --> (buy(975)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(670)) --> (buy(1019)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(670)) --> (buy(1046)), {C=0.11320754716981131, S=0.0005836008170411438}
(buy(670)) --> (buy(1086)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(670)) --> (buy(1153)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(670)) --> (buy(1179)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(670)) --> (buy(1373)), {C=0.09433962264150944, S=0.00048633401420095323}
(buy(670)) --> (buy(1396)), {C=0.09433962264150944, S=0.00048633401420095323}
