(buy(1476)) --> (buy(151)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(1476)) --> (buy(228)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(1476)) --> (buy(384)), {C=0.12727272727272726, S=0.0006808676198813345}
(buy(1476)) --> (buy(460)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(1476)) --> (buy(461)), {C=0.10909090909090909, S=0.0005836008170411438}
(buy(1476)) --> (buy(501)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(1476)) --> (buy(613)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(1476)) --> (buy(617)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(1476)) --> (buy(817)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(1476)) --> (buy(939)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(1476)) --> (buy(1176)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(1476)) --> (buy(1293)), {C=0.09090909090909091, S=0.00048633401420095323}
(buy(1476)) --> (buy(1526)), {C=0.12727272727272726, S=0.0006808676198813345}
(buy(1476)) --> (buy(1555)), {C=0.09090909090909091, S=0.00048633401420095323}
