(buy(865)) --> (buy(124)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(166)), {C=0.10769230769230768, S=0.0006808676198813345}
(buy(865)) --> (buy(261)), {C=0.0923076923076923, S=0.0005836008170411438}
(buy(865)) --> (buy(315)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(415)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(420)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(442)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(455)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(482)), {C=0.0923076923076923, S=0.0005836008170411438}
(buy(865)) --> (buy(575)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(629)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(642)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(649)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(653)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(860)), {C=0.0923076923076923, S=0.0005836008170411438}
(buy(865)) --> (buy(1091)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(1162)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(1368)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(1434)), {C=0.07692307692307693, S=0.00048633401420095323}
(buy(865)) --> (buy(1536)), {C=0.0923076923076923, S=0.0005836008170411438}
(buy(865)) --> (buy(1547)), {C=0.07692307692307693, S=0.00048633401420095323}
