(buy(403)) --> (buy(220)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(403)) --> (buy(328)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(403)) --> (buy(353)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(403)) --> (buy(447)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(403)) --> (buy(627)), {C=0.11290322580645161, S=0.0006808676198813345}
(buy(403)) --> (buy(739)), {C=0.0967741935483871, S=0.0005836008170411438}
(buy(403)) --> (buy(937)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(403)) --> (buy(1013)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(403)) --> (buy(1046)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(403)) --> (buy(1166)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(403)) --> (buy(1173)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(403)) --> (buy(1319)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(403)) --> (buy(1329)), {C=0.11290322580645161, S=0.0006808676198813345}
(buy(403)) --> (buy(1353)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(403)) --> (buy(1387)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(403)) --> (buy(1428)), {C=0.08064516129032259, S=0.00048633401420095323}
