(buy(626)) --> (buy(21)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(44)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(227)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(316)), {C=0.1176470588235294, S=0.0005836008170411438}
(buy(626)) --> (buy(337)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(376)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(416)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(443)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(520)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(609)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(622)), {C=0.1176470588235294, S=0.0005836008170411438}
(buy(626)) --> (buy(678)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(682)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(902)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(905)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(1062)), {C=0.1372549019607843, S=0.0006808676198813345}
(buy(626)) --> (buy(1219)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(1241)), {C=0.09803921568627451, S=0.00048633401420095323}
(buy(626)) --> (buy(1426)), {C=0.09803921568627451, S=0.00048633401420095323}
