(buy(511)) --> (buy(29)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(511)) --> (buy(161)), {C=0.0967741935483871, S=0.0005836008170411438}
(buy(511)) --> (buy(194)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(511)) --> (buy(198)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(511)) --> (buy(438)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(511)) --> (buy(461)), {C=0.12903225806451615, S=0.0007781344227215252}
(buy(511)) --> (buy(483)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(511)) --> (buy(495)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(511)) --> (buy(549)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(511)) --> (buy(594)), {C=0.0967741935483871, S=0.0005836008170411438}
(buy(511)) --> (buy(627)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(511)) --> (buy(634)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(511)) --> (buy(679)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(511)) --> (buy(744)), {C=0.0967741935483871, S=0.0005836008170411438}
(buy(511)) --> (buy(968)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(511)) --> (buy(1077)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(511)) --> (buy(1078)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(511)) --> (buy(1197)), {C=0.0967741935483871, S=0.0005836008170411438}
(buy(511)) --> (buy(1265)), {C=0.12903225806451615, S=0.0007781344227215252}
(buy(511)) --> (buy(1271)), {C=0.0967741935483871, S=0.0005836008170411438}
(buy(511)) --> (buy(1447)), {C=0.12903225806451615, S=0.0007781344227215252}
