(buy(1048)) --> (buy(243)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1048)) --> (buy(378)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1048)) --> (buy(411)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1048)) --> (buy(482)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1048)) --> (buy(483)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1048)) --> (buy(905)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1048)) --> (buy(925)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1048)) --> (buy(938)), {C=0.08955223880597014, S=0.0005836008170411438}
(buy(1048)) --> (buy(1171)), {C=0.08955223880597014, S=0.0005836008170411438}
(buy(1048)) --> (buy(1208)), {C=0.08955223880597014, S=0.0005836008170411438}
(buy(1048)) --> (buy(1331)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1048)) --> (buy(1425)), {C=0.0746268656716418, S=0.00048633401420095323}
(buy(1048)) --> (buy(1491)), {C=0.08955223880597014, S=0.0005836008170411438}
