(buy(1524)) --> (buy(246)), {C=0.10416666666666669, S=0.00048633401420095323}
(buy(1524)) --> (buy(422)), {C=0.10416666666666669, S=0.00048633401420095323}
(buy(1524)) --> (buy(582)), {C=0.10416666666666669, S=0.00048633401420095323}
(buy(1524)) --> (buy(738)), {C=0.10416666666666669, S=0.00048633401420095323}
(buy(1524)) --> (buy(842)), {C=0.10416666666666669, S=0.00048633401420095323}
(buy(1524)) --> (buy(881)), {C=0.125, S=0.0005836008170411438}
(buy(1524)) --> (buy(915)), {C=0.125, S=0.0005836008170411438}
(buy(1524)) --> (buy(958)), {C=0.10416666666666669, S=0.00048633401420095323}
(buy(1524)) --> (buy(1281)), {C=0.10416666666666669, S=0.00048633401420095323}
(buy(1524)) --> (buy(1408)), {C=0.10416666666666669, S=0.00048633401420095323}
(buy(1524)) --> (buy(1434)), {C=0.10416666666666669, S=0.00048633401420095323}
(buy(1524)) --> (buy(1487)), {C=0.10416666666666669, S=0.00048633401420095323}
