(buy(947)) --> (buy(109)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(120)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(947)) --> (buy(144)), {C=0.10606060606060605, S=0.0006808676198813345}
(buy(947)) --> (buy(192)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(947)) --> (buy(397)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(420)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(443)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(448)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(947)) --> (buy(460)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(491)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(554)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(591)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(593)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(596)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(608)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(624)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(737)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(912)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(947)) --> (buy(937)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(938)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(943)), {C=0.10606060606060605, S=0.0006808676198813345}
(buy(947)) --> (buy(1041)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(1047)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(1161)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(1179)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(1213)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(1292)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(1323)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(1384)), {C=0.0909090909090909, S=0.0005836008170411438}
(buy(947)) --> (buy(1446)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(1456)), {C=0.12121212121212122, S=0.0007781344227215252}
(buy(947)) --> (buy(1506)), {C=0.07575757575757576, S=0.00048633401420095323}
(buy(947)) --> (buy(1550)), {C=0.07575757575757576, S=0.00048633401420095323}
