(buy(1418)) --> (buy(93)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(125)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(336)), {C=0.11290322580645161, S=0.0006808676198813345}
(buy(1418)) --> (buy(392)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(798)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(812)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(819)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(915)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(979)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(1148)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(1254)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(1268)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(1301)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(1312)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(1339)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(1428)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(1501)), {C=0.08064516129032259, S=0.00048633401420095323}
(buy(1418)) --> (buy(1558)), {C=0.08064516129032259, S=0.00048633401420095323}
