(buy(827)) --> (buy(344)), {C=0.10294117647058823, S=0.0006808676198813345}
(buy(827)) --> (buy(411)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(827)) --> (buy(454)), {C=0.08823529411764705, S=0.0005836008170411438}
(buy(827)) --> (buy(571)), {C=0.10294117647058823, S=0.0006808676198813345}
(buy(827)) --> (buy(601)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(827)) --> (buy(617)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(827)) --> (buy(718)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(827)) --> (buy(933)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(827)) --> (buy(943)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(827)) --> (buy(952)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(827)) --> (buy(986)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(827)) --> (buy(1012)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(827)) --> (buy(1077)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(827)) --> (buy(1277)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(827)) --> (buy(1316)), {C=0.07352941176470588, S=0.00048633401420095323}
(buy(827)) --> (buy(1382)), {C=0.10294117647058823, S=0.0006808676198813345}
(buy(827)) --> (buy(1504)), {C=0.10294117647058823, S=0.0006808676198813345}
