(buy(502)) --> (buy(125)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(153)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(309)), {C=0.0958904109589041, S=0.0006808676198813345}
(buy(502)) --> (buy(325)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(344)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(358)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(373)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(452)), {C=0.0958904109589041, S=0.0006808676198813345}
(buy(502)) --> (buy(455)), {C=0.0958904109589041, S=0.0006808676198813345}
(buy(502)) --> (buy(458)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(460)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(568)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(747)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(858)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(924)), {C=0.10958904109589042, S=0.0007781344227215252}
(buy(502)) --> (buy(928)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(989)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(1034)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(1124)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(1145)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(1234)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(502)) --> (buy(1251)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(1377)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(1383)), {C=0.0684931506849315, S=0.00048633401420095323}
(buy(502)) --> (buy(1444)), {C=0.0821917808219178, S=0.0005836008170411438}
(buy(502)) --> (buy(1549)), {C=0.0684931506849315, S=0.00048633401420095323}
