(buy(1550)) --> (buy(414)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(442)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(519)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(535)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(746)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(808)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(868)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(947)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(974)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(1013)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(1107)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(1139)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(1201)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(1368)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1550)) --> (buy(1528)), {C=0.11999999999999998, S=0.0005836008170411438}
