(buy(1497)) --> (buy(153)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1497)) --> (buy(348)), {C=0.11999999999999998, S=0.0005836008170411438}
(buy(1497)) --> (buy(422)), {C=0.11999999999999998, S=0.0005836008170411438}
(buy(1497)) --> (buy(426)), {C=0.11999999999999998, S=0.0005836008170411438}
(buy(1497)) --> (buy(598)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1497)) --> (buy(642)), {C=0.11999999999999998, S=0.0005836008170411438}
(buy(1497)) --> (buy(660)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1497)) --> (buy(662)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1497)) --> (buy(902)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1497)) --> (buy(975)), {C=0.09999999999999999, S=0.00048633401420095323}
(buy(1497)) --> (buy(1514)), {C=0.09999999999999999, S=0.00048633401420095323}
